case_id,seizure_date,year,month,origin_region,origin_country,destination_country,species,species_category,product_type,iucn_status,quantity,unit,estimated_value_usd,transport_method,seizure_location_type,enforcement_agency,arrests_made,case_status,origin_lat,origin_lon,destination_lat,destination_lon
WLC-0776,07-05-2020,2020,5,Asia,Vietnam,South Korea,Reticulated Python,Reptile,Skin/Pelt,Least Concern,21,piece,1745.02,Sea,International Airport,Coast Guard Interdiction Unit,0,Prosecuted - Pending Trial,14.0583,108.2772,35.9078,127.7669
WLC-0220,21-05-2020,2020,5,Asia,Vietnam,Belgium,Tiger,Mammal,Bones,Endangered,1.46,kg,6604.55,Sea,International Airport,National Parks & Wildlife Service,1,Closed - No Arrest,14.0583,108.2772,50.5039,4.4699
WLC-0042,05-06-2020,2020,6,Asia,Myanmar,United States,Palm Cockatoo,Bird,Live Animal,Vulnerable,17,live individual,83626.29,Land,Seaport / Container Terminal,Environmental Crime Investigation Bureau,2,Closed - No Arrest,21.9162,95.956,37.0902,-95.7129
WLC-0300,05-06-2020,2020,6,Africa,Cameroon,Germany,Jaguar,Mammal,Skin/Pelt,Near Threatened,9,piece,22735.65,Sea,International Airport,Interpol-supported Joint Operation,0,Closed - No Arrest,7.3697,12.3547,51.1657,10.4515
WLC-0367,05-06-2020,2020,6,Latin America,Bolivia,Thailand,Grey Parrot,Bird,Live Animal,Endangered,22,live individual,24610.7,Sea,Private Residence,National Parks & Wildlife Service,1,Closed - No Arrest,-16.2902,-63.5887,15.87,100.9925
WLC-0226,15-06-2020,2020,6,Asia,Philippines,Japan,Grey Parrot,Bird,Live Animal,Endangered,1,live individual,1042.66,Postal/Courier,Urban Wildlife Market,National Parks & Wildlife Service,1,Under Investigation,12.8797,121.774,36.2048,138.2529
WLC-0238,17-06-2020,2020,6,Africa,Namibia,South Korea,Totoaba,Marine,Swim Bladder,Critically Endangered,8.22,kg,164818.91,Sea,Land Border Crossing,Environmental Crime Investigation Bureau,1,Convicted,-22.9576,18.4904,35.9078,127.7669
WLC-0836,19-06-2020,2020,6,Asia,Vietnam,United States,Pangolin (Sunda),Mammal,Scales,Critically Endangered,18.68,kg,4878.54,Sea,Private Residence,Environmental Crime Investigation Bureau,2,Case Dismissed,14.0583,108.2772,37.0902,-95.7129
WLC-0507,22-06-2020,2020,6,Africa,Democratic Republic of Congo,Singapore,African Elephant,Mammal,Ivory,Endangered,1.42,kg,2856.98,Land,Postal/Courier Facility,Coast Guard Interdiction Unit,0,Under Investigation,-4.0383,21.7587,1.3521,103.8198
WLC-0519,25-06-2020,2020,6,Asia,India,United Arab Emirates,Green Sea Turtle,Marine,Shell,Endangered,37.38,kg,13322.54,Air,Postal/Courier Facility,Environmental Crime Investigation Bureau,1,Under Investigation,20.5937,78.9629,23.4241,53.8478
WLC-0840,08-07-2020,2020,7,Africa,Nigeria,United States,Agarwood,Plant,Timber,Vulnerable,1.42,kg,263.05,Sea,Seaport / Container Terminal,Port Authority Task Force,0,Case Dismissed,9.082,8.6753,37.0902,-95.7129
WLC-0746,21-07-2020,2020,7,Asia,India,United Kingdom,Shark (mixed species),Marine,Fins,Endangered,4.14,kg,2052.32,Sea,International Airport,Port Authority Task Force,1,Case Dismissed,20.5937,78.9629,55.3781,-3.436
WLC-0222,25-07-2020,2020,7,Asia,Laos,Singapore,Ginseng (Wild),Plant,Traditional Medicine,Endangered,1.13,kg,978.28,Sea,Postal/Courier Facility,National Wildlife Crime Unit,0,Closed - No Arrest,19.8563,102.4955,1.3521,103.8198
WLC-0767,25-07-2020,2020,7,Africa,Cameroon,Germany,Tiger,Mammal,Bones,Endangered,5.29,kg,23067.17,Air,Highway Checkpoint,Environmental Crime Investigation Bureau,4,Prosecuted - Pending Trial,7.3697,12.3547,51.1657,10.4515
WLC-0045,26-07-2020,2020,7,Africa,Uganda,United States,African Lion,Mammal,Bones,Vulnerable,57.83,kg,73661.45,Sea,International Airport,Interpol-supported Joint Operation,2,Closed - No Arrest,1.3733,32.2903,37.0902,-95.7129
WLC-0190,27-07-2020,2020,7,Africa,Mozambique,Thailand,Queen Conch,Marine,Shell,Vulnerable,8,piece,250.21,Air,Postal/Courier Facility,Port Authority Task Force,3,Closed - No Arrest,-18.6657,35.5296,15.87,100.9925
WLC-0398,02-08-2020,2020,8,Africa,Tanzania,United Arab Emirates,Pangolin (African),Mammal,Bushmeat,Endangered,9.64,kg,204.62,Postal/Courier,International Airport,Environmental Crime Investigation Bureau,0,Case Dismissed,-6.369,34.8888,23.4241,53.8478
WLC-0377,18-08-2020,2020,8,Latin America,Ecuador,China,African Lion,Mammal,Bones,Vulnerable,4.14,kg,3281.1,Sea,Postal/Courier Facility,National Parks & Wildlife Service,0,Prosecuted - Pending Trial,-1.8312,-78.1834,35.8617,104.1954
WLC-0227,22-08-2020,2020,8,Africa,Tanzania,Japan,Green Sea Turtle,Marine,Shell,Endangered,8.14,kg,1845.26,Sea,Urban Wildlife Market,Interpol-supported Joint Operation,1,Prosecuted - Pending Trial,-6.369,34.8888,36.2048,138.2529
WLC-0229,24-08-2020,2020,8,Africa,Zimbabwe,China,Grey Parrot,Bird,Live Animal,Endangered,4,live individual,1965.51,Air,Urban Wildlife Market,Coast Guard Interdiction Unit,2,Released - Insufficient Evidence,-19.0154,29.1549,35.8617,104.1954
WLC-0388,25-08-2020,2020,8,Africa,Cameroon,United Kingdom,Saker Falcon,Bird,Live Animal,Endangered,35,live individual,463311.45,Sea,Seaport / Container Terminal,Environmental Crime Investigation Bureau,1,Released - Insufficient Evidence,7.3697,12.3547,55.3781,-3.436
WLC-0134,14-09-2020,2020,9,Asia,Thailand,Thailand,Pangolin (African),Mammal,Bushmeat,Endangered,9.58,kg,210.45,Sea,Highway Checkpoint,Environmental Crime Investigation Bureau,1,Convicted,15.87,100.9925,15.87,100.9925
WLC-0850,18-09-2020,2020,9,Latin America,Brazil,Hong Kong SAR,Radiated Tortoise,Reptile,Live Animal,Critically Endangered,5,live individual,1280.11,Sea,Private Residence,Customs & Border Protection,0,Prosecuted - Pending Trial,-14.235,-51.9253,22.3193,114.1694
WLC-0019,22-09-2020,2020,9,Latin America,Mexico,Japan,African Blackwood,Plant,Timber,Near Threatened,4.81,kg,19.4,Air,International Airport,Coast Guard Interdiction Unit,0,Case Dismissed,23.6345,-102.5528,36.2048,138.2529
WLC-0342,27-09-2020,2020,9,Asia,China,China,Queen Conch,Marine,Shell,Vulnerable,9,piece,424.24,Land,International Airport,Environmental Crime Investigation Bureau,2,Convicted,35.8617,104.1954,35.8617,104.1954
WLC-0517,07-10-2020,2020,10,Asia,Laos,Qatar,Rosewood,Plant,Timber,Endangered,3.42,kg,10.9,Air,Highway Checkpoint,Interpol-supported Joint Operation,0,Case Dismissed,19.8563,102.4955,25.3548,51.1839
WLC-0816,10-10-2020,2020,10,Africa,Democratic Republic of Congo,United States,Pangolin (Ground),Mammal,Scales,Endangered,2.64,kg,353.62,Sea,Urban Wildlife Market,National Wildlife Crime Unit,4,Closed - No Arrest,-4.0383,21.7587,37.0902,-95.7129
WLC-0823,06-11-2020,2020,11,Asia,Thailand,United States,Seahorse,Marine,Traditional Medicine,Vulnerable,1.12,kg,829.54,Air,Seaport / Container Terminal,National Parks & Wildlife Service,3,Released - Insufficient Evidence,15.87,100.9925,37.0902,-95.7129
WLC-0524,15-11-2020,2020,11,Africa,Mozambique,China,Seahorse,Marine,Traditional Medicine,Vulnerable,5.09,kg,4148.82,Air,Private Residence,National Parks & Wildlife Service,0,Closed - No Arrest,-18.6657,35.5296,35.8617,104.1954
WLC-0708,23-11-2020,2020,11,Africa,Democratic Republic of Congo,Thailand,Queen Conch,Marine,Shell,Vulnerable,23,piece,1124.24,Air,Highway Checkpoint,Customs & Border Protection,2,Under Investigation,-4.0383,21.7587,15.87,100.9925
WLC-0025,23-11-2020,2020,11,Africa,Tanzania,Germany,Saltwater Crocodile,Reptile,Skin/Pelt,Least Concern,2,piece,566.01,Air,Land Border Crossing,National Parks & Wildlife Service,2,Prosecuted - Pending Trial,-6.369,34.8888,51.1657,10.4515
WLC-0408,03-12-2020,2020,12,Africa,Kenya,Singapore,Giant Clam,Marine,Shell,Vulnerable,2,piece,272.97,Sea,Highway Checkpoint,Interpol-supported Joint Operation,5,Case Dismissed,-0.0236,37.9062,1.3521,103.8198
WLC-0895,03-12-2020,2020,12,Asia,Myanmar,United Kingdom,Black Rhino,Mammal,Horn,Critically Endangered,2.02,kg,125620.83,Sea,Land Border Crossing,National Wildlife Crime Unit,5,Under Investigation,21.9162,95.956,55.3781,-3.436
WLC-0451,18-12-2020,2020,12,Africa,Madagascar,France,Tiger,Mammal,Skin/Pelt,Endangered,15,piece,126343.13,Sea,Urban Wildlife Market,Customs & Border Protection,0,Prosecuted - Pending Trial,-18.7669,46.8691,46.2276,2.2137
WLC-0428,19-12-2020,2020,12,Asia,Myanmar,France,Jaguar,Mammal,Skin/Pelt,Near Threatened,18,piece,32160.95,Sea,Private Residence,Customs & Border Protection,2,Convicted,21.9162,95.956,46.2276,2.2137
WLC-0248,20-12-2020,2020,12,Africa,Nigeria,Vietnam,Radiated Tortoise,Reptile,Live Animal,Critically Endangered,4,live individual,1282.78,Air,Seaport / Container Terminal,Environmental Crime Investigation Bureau,0,Case Dismissed,9.082,8.6753,14.0583,108.2772
WLC-0128,25-12-2020,2020,12,Africa,Uganda,United States,Timber Rattlesnake,Reptile,Live Animal,Least Concern,37,live individual,3293.46,Sea,Seaport / Container Terminal,National Parks & Wildlife Service,0,Closed - No Arrest,1.3733,32.2903,37.0902,-95.7129
WLC-0785,02-01-2021,2021,1,Asia,Philippines,France,Agarwood,Plant,Timber,Vulnerable,10.41,kg,2281.67,Land,International Airport,Coast Guard Interdiction Unit,0,Closed - No Arrest,12.8797,121.774,46.2276,2.2137
WLC-0882,03-01-2021,2021,1,Africa,Zimbabwe,Thailand,African Lion,Mammal,Bones,Vulnerable,4.74,kg,3965.47,Sea,Urban Wildlife Market,Environmental Crime Investigation Bureau,4,Under Investigation,-19.0154,29.1549,15.87,100.9925
WLC-0208,10-01-2021,2021,1,Asia,Myanmar,United States,Queen Conch,Marine,Shell,Vulnerable,10,piece,394.22,Land,Land Border Crossing,National Parks & Wildlife Service,2,Closed - No Arrest,21.9162,95.956,37.0902,-95.7129
WLC-0447,10-01-2021,2021,1,Latin America,Mexico,United Arab Emirates,Seahorse,Marine,Traditional Medicine,Vulnerable,3.42,kg,2403.93,Land,Urban Wildlife Market,National Parks & Wildlife Service,2,Convicted,23.6345,-102.5528,23.4241,53.8478
WLC-0927,12-01-2021,2021,1,Africa,South Africa,China,Seahorse,Marine,Traditional Medicine,Vulnerable,10.77,kg,6701.89,Air,Land Border Crossing,Port Authority Task Force,0,Released - Insufficient Evidence,-30.5595,22.9375,35.8617,104.1954
WLC-0812,12-01-2021,2021,1,Latin America,Bolivia,Germany,Pangolin (Sunda),Mammal,Scales,Critically Endangered,6,kg,1421.53,Sea,International Airport,Customs & Border Protection,0,Released - Insufficient Evidence,-16.2902,-63.5887,51.1657,10.4515
WLC-0697,02-02-2021,2021,2,Asia,Myanmar,Thailand,Saker Falcon,Bird,Live Animal,Endangered,14,live individual,187841.91,Air,Highway Checkpoint,National Parks & Wildlife Service,4,Under Investigation,21.9162,95.956,15.87,100.9925
WLC-0782,09-02-2021,2021,2,Asia,Thailand,Qatar,Queen Conch,Marine,Shell,Vulnerable,22,piece,1117.52,Land,Urban Wildlife Market,Interpol-supported Joint Operation,2,Convicted,15.87,100.9925,25.3548,51.1839
WLC-0064,12-02-2021,2021,2,Africa,Uganda,Belgium,Timber Rattlesnake,Reptile,Live Animal,Least Concern,19,live individual,3039.64,Postal/Courier,Seaport / Container Terminal,Interpol-supported Joint Operation,4,Released - Insufficient Evidence,1.3733,32.2903,50.5039,4.4699
WLC-0339,25-02-2021,2021,2,Africa,South Africa,Japan,Leopard,Mammal,Skin/Pelt,Vulnerable,5,piece,14993.62,Air,Highway Checkpoint,Customs & Border Protection,2,Closed - No Arrest,-30.5595,22.9375,36.2048,138.2529
WLC-0815,26-02-2021,2021,2,Africa,South Africa,United Arab Emirates,Black Rhino,Mammal,Horn,Critically Endangered,13.85,kg,1090005.63,Air,Land Border Crossing,Customs & Border Protection,2,Convicted,-30.5595,22.9375,23.4241,53.8478
WLC-0444,10-03-2021,2021,3,Africa,Cameroon,Singapore,Jaguar,Mammal,Skin/Pelt,Near Threatened,7,piece,7638,Air,Urban Wildlife Market,National Wildlife Crime Unit,3,Case Dismissed,7.3697,12.3547,1.3521,103.8198
WLC-0706,15-03-2021,2021,3,Africa,Democratic Republic of Congo,South Korea,African Elephant,Mammal,Ivory,Endangered,0.92,kg,1036.27,Air,Seaport / Container Terminal,Customs & Border Protection,1,Case Dismissed,-4.0383,21.7587,35.9078,127.7669
WLC-0842,17-03-2021,2021,3,Latin America,Mexico,China,Shark (mixed species),Marine,Fins,Endangered,2.79,kg,2061.96,Air,Private Residence,National Parks & Wildlife Service,0,Under Investigation,23.6345,-102.5528,35.8617,104.1954
WLC-0424,19-03-2021,2021,3,Latin America,Brazil,Thailand,Totoaba,Marine,Swim Bladder,Critically Endangered,1.32,kg,27894.02,Sea,Urban Wildlife Market,Interpol-supported Joint Operation,1,Under Investigation,-14.235,-51.9253,15.87,100.9925
WLC-0267,24-03-2021,2021,3,Africa,Democratic Republic of Congo,Belgium,Pangolin (Sunda),Mammal,Scales,Critically Endangered,2.36,kg,372.45,Sea,Private Residence,Interpol-supported Joint Operation,5,Under Investigation,-4.0383,21.7587,50.5039,4.4699
WLC-0828,26-03-2021,2021,3,Asia,Myanmar,China,African Lion,Mammal,Bones,Vulnerable,0.5,kg,861.15,Sea,Seaport / Container Terminal,National Parks & Wildlife Service,1,Case Dismissed,21.9162,95.956,35.8617,104.1954
WLC-0839,16-04-2021,2021,4,Africa,Tanzania,Hong Kong SAR,Indian Star Tortoise,Reptile,Live Animal,Vulnerable,27,live individual,3181.43,Land,Highway Checkpoint,Coast Guard Interdiction Unit,2,Convicted,-6.369,34.8888,22.3193,114.1694
WLC-0457,21-04-2021,2021,4,Africa,South Africa,United Arab Emirates,Helmeted Hornbill,Bird,Trophy,Critically Endangered,21,piece,80123.03,Sea,Private Residence,Environmental Crime Investigation Bureau,0,Released - Insufficient Evidence,-30.5595,22.9375,23.4241,53.8478
WLC-0862,02-05-2021,2021,5,Latin America,Brazil,South Korea,Bushmeat (mixed species),Mammal,Bushmeat,Vulnerable,2.71,kg,21.75,Air,Private Residence,Coast Guard Interdiction Unit,0,Released - Insufficient Evidence,-14.235,-51.9253,35.9078,127.7669
WLC-0679,03-05-2021,2021,5,Africa,Nigeria,Germany,Ginseng (Wild),Plant,Traditional Medicine,Endangered,13.09,kg,8302,Land,Postal/Courier Facility,National Parks & Wildlife Service,0,Convicted,9.082,8.6753,51.1657,10.4515
WLC-0383,04-05-2021,2021,5,Asia,China,Japan,Saltwater Crocodile,Reptile,Skin/Pelt,Least Concern,7,piece,2620.76,Sea,Seaport / Container Terminal,Environmental Crime Investigation Bureau,1,Under Investigation,35.8617,104.1954,36.2048,138.2529
WLC-0572,04-05-2021,2021,5,Africa,South Africa,United Arab Emirates,African Elephant,Mammal,Ivory,Endangered,3.04,kg,4423.37,Sea,Postal/Courier Facility,Environmental Crime Investigation Bureau,1,Under Investigation,-30.5595,22.9375,23.4241,53.8478
WLC-0831,09-05-2021,2021,5,Africa,Zimbabwe,China,Queen Conch,Marine,Shell,Vulnerable,14,piece,338.13,Air,Private Residence,National Parks & Wildlife Service,3,Under Investigation,-19.0154,29.1549,35.8617,104.1954
WLC-0114,25-05-2021,2021,5,Latin America,Bolivia,United Arab Emirates,Reticulated Python,Reptile,Skin/Pelt,Least Concern,12,piece,960.1,Air,Highway Checkpoint,National Wildlife Crime Unit,0,Under Investigation,-16.2902,-63.5887,23.4241,53.8478
WLC-0822,11-06-2021,2021,6,Africa,South Africa,Germany,Jaguar,Mammal,Skin/Pelt,Near Threatened,1,piece,1879.69,Sea,Postal/Courier Facility,Port Authority Task Force,0,Under Investigation,-30.5595,22.9375,51.1657,10.4515
WLC-0309,23-06-2021,2021,6,Asia,Thailand,Thailand,African Blackwood,Plant,Timber,Near Threatened,0.5,kg,2.49,Sea,Land Border Crossing,Interpol-supported Joint Operation,1,Convicted,15.87,100.9925,15.87,100.9925
WLC-0847,03-07-2021,2021,7,Africa,Namibia,Thailand,Ginseng (Wild),Plant,Traditional Medicine,Endangered,1.66,kg,1740.18,Air,Postal/Courier Facility,Port Authority Task Force,0,Convicted,-22.9576,18.4904,15.87,100.9925
WLC-0516,10-07-2021,2021,7,Asia,Philippines,Japan,African Blackwood,Plant,Timber,Near Threatened,4.34,kg,20.76,Land,Highway Checkpoint,Environmental Crime Investigation Bureau,1,Convicted,12.8797,121.774,36.2048,138.2529
WLC-0107,11-07-2021,2021,7,Latin America,Bolivia,France,Totoaba,Marine,Swim Bladder,Critically Endangered,0.7,kg,11182.05,Land,Highway Checkpoint,Customs & Border Protection,2,Prosecuted - Pending Trial,-16.2902,-63.5887,46.2276,2.2137
WLC-0787,17-07-2021,2021,7,Asia,Philippines,Qatar,African Blackwood,Plant,Timber,Near Threatened,1.75,kg,12.94,Sea,International Airport,Customs & Border Protection,1,Under Investigation,12.8797,121.774,25.3548,51.1839
WLC-0916,25-07-2021,2021,7,Asia,Cambodia,United Arab Emirates,Helmeted Hornbill,Bird,Trophy,Critically Endangered,20,piece,133881.59,Sea,Land Border Crossing,Customs & Border Protection,2,Convicted,12.5657,104.991,23.4241,53.8478
WLC-0305,26-07-2021,2021,7,Asia,Thailand,Vietnam,Reticulated Python,Reptile,Skin/Pelt,Least Concern,10,piece,609.95,Air,Highway Checkpoint,Port Authority Task Force,4,Closed - No Arrest,15.87,100.9925,14.0583,108.2772
WLC-0242,26-07-2021,2021,7,Africa,Democratic Republic of Congo,Hong Kong SAR,Shark (mixed species),Marine,Fins,Endangered,13.67,kg,5493.68,Air,International Airport,Port Authority Task Force,1,Closed - No Arrest,-4.0383,21.7587,22.3193,114.1694
WLC-0299,04-08-2021,2021,8,Africa,Democratic Republic of Congo,Thailand,Green Sea Turtle,Marine,Shell,Endangered,22.6,kg,8204.81,Sea,Land Border Crossing,Customs & Border Protection,2,Prosecuted - Pending Trial,-4.0383,21.7587,15.87,100.9925
WLC-0160,13-08-2021,2021,8,Asia,Vietnam,Thailand,White Rhino,Mammal,Horn,Near Threatened,1.42,kg,120883.21,Air,Land Border Crossing,Customs & Border Protection,0,Convicted,14.0583,108.2772,15.87,100.9925
WLC-0011,18-08-2021,2021,8,Africa,South Africa,Qatar,Saker Falcon,Bird,Live Animal,Endangered,23,live individual,442520.31,Air,Private Residence,Port Authority Task Force,2,Convicted,-30.5595,22.9375,25.3548,51.1839
WLC-0500,01-09-2021,2021,9,Asia,Myanmar,France,Pangolin (Ground),Mammal,Scales,Endangered,1.12,kg,177.53,Air,Postal/Courier Facility,Environmental Crime Investigation Bureau,2,Convicted,21.9162,95.956,46.2276,2.2137
WLC-0195,08-09-2021,2021,9,Africa,Namibia,Belgium,Timber Rattlesnake,Reptile,Live Animal,Least Concern,21,live individual,2836.88,Air,International Airport,Coast Guard Interdiction Unit,0,Closed - No Arrest,-22.9576,18.4904,50.5039,4.4699
WLC-0092,12-09-2021,2021,9,Latin America,Ecuador,United Kingdom,Agarwood,Plant,Timber,Vulnerable,8.65,kg,1884.98,Sea,Land Border Crossing,Interpol-supported Joint Operation,1,Released - Insufficient Evidence,-1.8312,-78.1834,55.3781,-3.436
WLC-0908,20-09-2021,2021,9,Africa,Nigeria,France,African Elephant,Mammal,Ivory,Endangered,2.88,kg,4214.71,Sea,Seaport / Container Terminal,Customs & Border Protection,0,Convicted,9.082,8.6753,46.2276,2.2137
WLC-0632,27-09-2021,2021,9,Africa,Nigeria,Qatar,Ginseng (Wild),Plant,Traditional Medicine,Endangered,4.16,kg,4160.97,Air,Postal/Courier Facility,Customs & Border Protection,1,Under Investigation,9.082,8.6753,25.3548,51.1839
WLC-0790,02-10-2021,2021,10,Africa,Mozambique,United Kingdom,Saker Falcon,Bird,Live Animal,Endangered,32,live individual,298659.78,Sea,Private Residence,Environmental Crime Investigation Bureau,1,Under Investigation,-18.6657,35.5296,55.3781,-3.436
WLC-0038,02-10-2021,2021,10,Africa,South Africa,Qatar,African Lion,Mammal,Bones,Vulnerable,2.15,kg,3071.86,Air,Seaport / Container Terminal,National Parks & Wildlife Service,0,Under Investigation,-30.5595,22.9375,25.3548,51.1839
WLC-0838,06-10-2021,2021,10,Africa,Nigeria,United Kingdom,African Blackwood,Plant,Timber,Near Threatened,24.14,kg,78.41,Sea,Land Border Crossing,National Parks & Wildlife Service,0,Convicted,9.082,8.6753,55.3781,-3.436
WLC-0063,08-10-2021,2021,10,Asia,Laos,Singapore,Shark (mixed species),Marine,Fins,Endangered,0.78,kg,347.19,Air,International Airport,Environmental Crime Investigation Bureau,0,Closed - No Arrest,19.8563,102.4955,1.3521,103.8198
WLC-0069,14-11-2021,2021,11,Latin America,Brazil,China,Pangolin (Sunda),Mammal,Scales,Critically Endangered,8.07,kg,1129.1,Air,Urban Wildlife Market,National Wildlife Crime Unit,2,Under Investigation,-14.235,-51.9253,35.8617,104.1954
WLC-0022,15-11-2021,2021,11,Asia,Myanmar,United Kingdom,Giant Clam,Marine,Shell,Vulnerable,16,piece,2154.38,Land,Land Border Crossing,National Wildlife Crime Unit,3,Under Investigation,21.9162,95.956,55.3781,-3.436
WLC-0594,16-11-2021,2021,11,Asia,Myanmar,China,Reticulated Python,Reptile,Skin/Pelt,Least Concern,4,piece,227.68,Sea,Postal/Courier Facility,National Wildlife Crime Unit,1,Case Dismissed,21.9162,95.956,35.8617,104.1954
WLC-0504,24-11-2021,2021,11,Africa,Democratic Republic of Congo,Japan,Queen Conch,Marine,Shell,Vulnerable,24,piece,798.17,Air,Private Residence,Environmental Crime Investigation Bureau,4,Case Dismissed,-4.0383,21.7587,36.2048,138.2529
WLC-0578,26-11-2021,2021,11,Asia,Malaysia,Vietnam,Timber Rattlesnake,Reptile,Live Animal,Least Concern,1,live individual,112.4,Sea,Land Border Crossing,National Wildlife Crime Unit,2,Closed - No Arrest,4.2105,101.9758,14.0583,108.2772
WLC-0711,27-11-2021,2021,11,Africa,Madagascar,Thailand,Orchid (Wild),Plant,Live Animal,Vulnerable,21,piece,909.46,Air,Postal/Courier Facility,Environmental Crime Investigation Bureau,1,Under Investigation,-18.7669,46.8691,15.87,100.9925
WLC-0070,03-12-2021,2021,12,Latin America,Colombia,Singapore,African Elephant,Mammal,Ivory,Endangered,2.21,kg,4541.36,Air,Urban Wildlife Market,Interpol-supported Joint Operation,0,Closed - No Arrest,4.5709,-74.2973,1.3521,103.8198
WLC-0487,22-12-2021,2021,12,Asia,Philippines,China,Black Rhino,Mammal,Horn,Critically Endangered,16.08,kg,1269505.34,Land,Urban Wildlife Market,National Wildlife Crime Unit,0,Under Investigation,12.8797,121.774,35.8617,104.1954
WLC-0060,24-12-2021,2021,12,Africa,Gabon,Thailand,Tiger,Mammal,Bones,Endangered,7.16,kg,53659.51,Sea,International Airport,Interpol-supported Joint Operation,0,Prosecuted - Pending Trial,-0.8037,11.6094,15.87,100.9925
WLC-0601,27-12-2021,2021,12,Latin America,Mexico,United Kingdom,African Blackwood,Plant,Timber,Near Threatened,1.63,kg,11.38,Air,International Airport,Coast Guard Interdiction Unit,1,Under Investigation,23.6345,-102.5528,55.3781,-3.436
WLC-0213,28-12-2021,2021,12,Latin America,Ecuador,Hong Kong SAR,Jaguar,Mammal,Skin/Pelt,Near Threatened,2,piece,4078.51,Sea,International Airport,Interpol-supported Joint Operation,3,Prosecuted - Pending Trial,-1.8312,-78.1834,22.3193,114.1694
WLC-0290,03-01-2022,2022,1,Africa,Madagascar,United Kingdom,Indian Star Tortoise,Reptile,Live Animal,Vulnerable,4,live individual,526.72,Air,International Airport,National Wildlife Crime Unit,2,Under Investigation,-18.7669,46.8691,55.3781,-3.436
WLC-0375,06-01-2022,2022,1,Africa,Gabon,United States,White Rhino,Mammal,Horn,Near Threatened,1.7,kg,102450.69,Sea,Seaport / Container Terminal,National Wildlife Crime Unit,0,Convicted,-0.8037,11.6094,37.0902,-95.7129
WLC-0758,08-01-2022,2022,1,Latin America,Mexico,United Kingdom,African Lion,Mammal,Bones,Vulnerable,0.5,kg,803.27,Air,Highway Checkpoint,Port Authority Task Force,2,Released - Insufficient Evidence,23.6345,-102.5528,55.3781,-3.436
WLC-0690,08-01-2022,2022,1,Latin America,Colombia,Vietnam,Queen Conch,Marine,Shell,Vulnerable,11,piece,403.17,Air,Private Residence,Interpol-supported Joint Operation,4,Under Investigation,4.5709,-74.2973,14.0583,108.2772
WLC-0696,12-01-2022,2022,1,Africa,Democratic Republic of Congo,Japan,Giant Clam,Marine,Shell,Vulnerable,24,piece,1756.63,Air,Postal/Courier Facility,Customs & Border Protection,3,Under Investigation,-4.0383,21.7587,36.2048,138.2529
WLC-0089,16-01-2022,2022,1,Africa,Kenya,China,Timber Rattlesnake,Reptile,Live Animal,Least Concern,31,live individual,4889.09,Sea,Urban Wildlife Market,Interpol-supported Joint Operation,0,Closed - No Arrest,-0.0236,37.9062,35.8617,104.1954
WLC-0432,16-01-2022,2022,1,Asia,Malaysia,China,Queen Conch,Marine,Shell,Vulnerable,5,piece,142.56,Land,Urban Wildlife Market,Interpol-supported Joint Operation,0,Closed - No Arrest,4.2105,101.9758,35.8617,104.1954
WLC-0354,17-01-2022,2022,1,Africa,Madagascar,Japan,Seahorse,Marine,Traditional Medicine,Vulnerable,4.74,kg,2224.23,Air,Urban Wildlife Market,Environmental Crime Investigation Bureau,0,Under Investigation,-18.7669,46.8691,36.2048,138.2529
WLC-0336,23-01-2022,2022,1,Asia,Vietnam,Singapore,Green Sea Turtle,Marine,Shell,Endangered,1.05,kg,381.97,Land,Urban Wildlife Market,Port Authority Task Force,3,Released - Insufficient Evidence,14.0583,108.2772,1.3521,103.8198
WLC-0642,04-02-2022,2022,2,Africa,Namibia,Germany,Orchid (Wild),Plant,Live Animal,Vulnerable,5,piece,237.74,Sea,Highway Checkpoint,Customs & Border Protection,0,Convicted,-22.9576,18.4904,51.1657,10.4515
WLC-0494,10-02-2022,2022,2,Africa,Namibia,Thailand,Helmeted Hornbill,Bird,Trophy,Critically Endangered,15,piece,107629.15,Air,Urban Wildlife Market,Customs & Border Protection,4,Prosecuted - Pending Trial,-22.9576,18.4904,15.87,100.9925
WLC-0121,13-02-2022,2022,2,Asia,Malaysia,Hong Kong SAR,Pangolin (Sunda),Mammal,Scales,Critically Endangered,6.18,kg,1714.21,Air,Urban Wildlife Market,National Parks & Wildlife Service,0,Convicted,4.2105,101.9758,22.3193,114.1694
WLC-0277,22-02-2022,2022,2,Asia,Thailand,United Kingdom,Timber Rattlesnake,Reptile,Live Animal,Least Concern,8,live individual,796.48,Land,Urban Wildlife Market,National Wildlife Crime Unit,2,Case Dismissed,15.87,100.9925,55.3781,-3.436
WLC-0405,01-03-2022,2022,3,Africa,Mozambique,Germany,Pangolin (Sunda),Mammal,Scales,Critically Endangered,1.08,kg,184.76,Air,Seaport / Container Terminal,Coast Guard Interdiction Unit,0,Case Dismissed,-18.6657,35.5296,51.1657,10.4515
WLC-0480,02-03-2022,2022,3,Africa,Uganda,France,Timber Rattlesnake,Reptile,Live Animal,Least Concern,25,live individual,2642.89,Sea,International Airport,Port Authority Task Force,1,Case Dismissed,1.3733,32.2903,46.2276,2.2137
WLC-0518,05-03-2022,2022,3,Africa,Mozambique,Thailand,Jaguar,Mammal,Skin/Pelt,Near Threatened,8,piece,17983.1,Sea,Urban Wildlife Market,National Parks & Wildlife Service,0,Prosecuted - Pending Trial,-18.6657,35.5296,15.87,100.9925
